,disaster,disaster_type,date,lgt,lat,severity,highest_severity,moment,file
3004,hurricane-florence,flooding,2018-09-20 16:04:41,-77.85990960068295,34.58997210108453,9,major-damage,post,hurricane-florence_00000111_post_disaster.json
3005,hurricane-florence,flooding,2018-09-20 16:04:41,-77.90510262399984,34.8065985317362,2,minor-damage,post,hurricane-florence_00000523_post_disaster.json
3006,hurricane-michael,wind,2018-10-13 16:48:15,-85.73240208636132,30.16134489876136,58,major-damage,post,hurricane-michael_00000494_post_disaster.json
3007,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000876_post_disaster.json
3008,midwest-flooding,flooding,2019-05-30 17:35:22,-96.212499955154,36.3519482129479,1,no-damage,post,midwest-flooding_00000108_post_disaster.json
3009,midwest-flooding,flooding,2019-01-26 17:16:23,-96.31812804365528,36.23838977911146,1,Unknown,pre,midwest-flooding_00000196_pre_disaster.json
3010,hurricane-matthew,wind,2013-06-09 15:50:52,-73.55163922184842,18.27170984360457,1,Unknown,pre,hurricane-matthew_00000295_pre_disaster.json
3011,socal-fire,fire,2018-10-23 18:51:21,-118.9315969741965,34.14447492218333,1,Unknown,pre,socal-fire_00000227_pre_disaster.json
3012,midwest-flooding,flooding,2019-01-26 17:16:23,,,1,Unknown,pre,midwest-flooding_00000119_pre_disaster.json
3013,hurricane-florence,flooding,2018-09-20 16:04:41,-77.93213856649804,34.55650262151494,1,no-damage,post,hurricane-florence_00000191_post_disaster.json
3014,socal-fire,fire,2018-10-23 18:51:02,-118.7572736876525,34.02693630662366,1,Unknown,pre,socal-fire_00000887_pre_disaster.json
3015,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000001_post_disaster.json
3016,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001070_post_disaster.json
3017,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6949766654122,38.46726917796681,1,no-damage,post,santa-rosa-wildfire_00000304_post_disaster.json
3018,socal-fire,fire,2018-11-14 18:42:58,-118.8300067712841,34.03522096475886,4,destroyed,post,socal-fire_00000340_post_disaster.json
3019,hurricane-michael,wind,2017-11-29 16:28:19,-85.61484437464088,30.30502709438403,1,Unknown,pre,hurricane-michael_00000341_pre_disaster.json
3020,hurricane-michael,wind,2017-11-29 16:28:19,-85.64428396425983,30.28402809657489,1,Unknown,pre,hurricane-michael_00000326_pre_disaster.json
3021,santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6742858131671,38.49289742965342,1,Unknown,pre,santa-rosa-wildfire_00000296_pre_disaster.json
3022,hurricane-michael,wind,2017-11-29 16:28:19,-85.63504884962265,30.27954663179056,1,Unknown,pre,hurricane-michael_00000323_pre_disaster.json
3023,socal-fire,fire,2018-10-23 18:51:02,-118.7825866634289,34.08531802637433,1,Unknown,pre,socal-fire_00000971_pre_disaster.json
3024,hurricane-michael,wind,2017-11-29 16:28:19,-85.65463327055566,30.16150305931668,1,Unknown,pre,hurricane-michael_00000211_pre_disaster.json
3025,socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000398_pre_disaster.json
3026,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7412836217624,38.45063430030607,1,Unknown,pre,santa-rosa-wildfire_00000057_pre_disaster.json
3027,hurricane-florence,flooding,2018-09-20 16:04:41,-77.94894812637826,34.6883707345343,1,no-damage,post,hurricane-florence_00000272_post_disaster.json
3028,socal-fire,fire,2018-10-23 18:51:02,-118.8099526789287,34.02149058501723,1,Unknown,pre,socal-fire_00000996_pre_disaster.json
3029,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7256237353926,38.49783377990697,1,Unknown,pre,santa-rosa-wildfire_00000030_pre_disaster.json
3030,palu-tsunami,tsunami,2018-02-20 02:24:45,119.9167154274119,-0.9434394407282163,1,Unknown,pre,palu-tsunami_00000167_pre_disaster.json
3031,socal-fire,fire,2018-11-14 18:42:58,-118.7443701428627,34.15733010499563,1,no-damage,post,socal-fire_00000776_post_disaster.json
3032,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000563_post_disaster.json
3033,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.64831865228658,29.97100828733695,1,no-damage,post,hurricane-harvey_00000267_post_disaster.json
3034,hurricane-michael,wind,2018-10-13 16:48:15,-85.6637625129274,30.22334254339194,7,minor-damage,post,hurricane-michael_00000050_post_disaster.json
3035,socal-fire,fire,2018-10-23 18:51:02,-118.7534180897047,34.17456781230076,1,Unknown,pre,socal-fire_00000901_pre_disaster.json
3036,hurricane-matthew,wind,2013-01-05 16:02:21,-73.7721362725711,18.20444666013033,1,Unknown,pre,hurricane-matthew_00000103_pre_disaster.json
3037,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.735961625229,38.54659124569558,1,no-damage,post,santa-rosa-wildfire_00000128_post_disaster.json
3038,palu-tsunami,tsunami,2017-01-24 02:18:34,119.8773677278428,-0.8738217016910834,1,Unknown,pre,palu-tsunami_00000123_pre_disaster.json
3039,hurricane-matthew,wind,2013-06-09 15:51:17,-74.121877399513,18.63238839596673,1,Unknown,pre,hurricane-matthew_00000126_pre_disaster.json
3040,hurricane-florence,flooding,2018-04-06 15:49:36,-77.8911599157908,34.61787800895153,1,Unknown,pre,hurricane-florence_00000064_pre_disaster.json
3041,palu-tsunami,tsunami,2017-01-24 02:18:34,119.8777024127156,-0.8647920487409069,1,Unknown,pre,palu-tsunami_00000071_pre_disaster.json
3042,midwest-flooding,flooding,2019-01-26 17:16:23,-96.30697460104925,36.21114121891959,1,Unknown,pre,midwest-flooding_00000216_pre_disaster.json
3043,socal-fire,fire,2018-10-23 18:51:02,-118.8187865544664,34.03431059440645,1,Unknown,pre,socal-fire_00001270_pre_disaster.json
3044,hurricane-harvey,flooding,2017-02-16 17:11:21,-95.4645338325135,29.77024958927265,1,Unknown,pre,hurricane-harvey_00000001_pre_disaster.json
3045,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.57513200406387,29.52753854974736,7,major-damage,post,hurricane-harvey_00000315_post_disaster.json
3046,hurricane-matthew,wind,2013-06-09 15:50:52,-73.5498400229614,18.2686209885524,1,Unknown,pre,hurricane-matthew_00000301_pre_disaster.json
3047,socal-fire,fire,2018-10-23 18:51:02,-118.8870822957526,34.07449096429494,1,Unknown,pre,socal-fire_00000399_pre_disaster.json
3048,mexico-earthquake,earthquake,2017-06-15 17:16:42,-99.21911038532949,19.36112089872199,1,Unknown,pre,mexico-earthquake_00000011_pre_disaster.json
3049,hurricane-michael,wind,2017-11-29 16:28:19,-85.66282315089524,30.16501562718376,1,Unknown,pre,hurricane-michael_00000286_pre_disaster.json
3050,mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.19550937661359,19.2652103087492,1,no-damage,post,mexico-earthquake_00000096_post_disaster.json
3051,hurricane-michael,wind,2018-10-13 16:48:15,-85.69076469665366,30.21245358605023,9,destroyed,post,hurricane-michael_00000410_post_disaster.json
3052,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000477_post_disaster.json
3053,hurricane-florence,flooding,2018-09-20 16:04:41,-77.92672886924363,34.60015439014337,1,no-damage,post,hurricane-florence_00000042_post_disaster.json
3054,hurricane-florence,flooding,2018-09-20 16:04:41,-77.94899825847949,34.79425351072246,2,minor-damage,post,hurricane-florence_00000477_post_disaster.json
3055,socal-fire,fire,2018-10-23 18:51:02,-118.7825359822993,34.02401050321532,1,Unknown,pre,socal-fire_00001066_pre_disaster.json
3056,hurricane-matthew,wind,2016-10-01 15:29:45,-73.75333770950313,18.21276028972188,445,minor-damage,post,hurricane-matthew_00000089_post_disaster.json
3057,mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.16058103263745,19.37258248883417,1,no-damage,post,mexico-earthquake_00000144_post_disaster.json
3058,midwest-flooding,flooding,2019-01-26 17:16:23,-96.32040889550801,36.13428297303164,1,Unknown,pre,midwest-flooding_00000319_pre_disaster.json
3059,midwest-flooding,flooding,2019-01-26 17:16:23,-96.2138066018064,36.33474059218632,1,Unknown,pre,midwest-flooding_00000103_pre_disaster.json
3060,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6708093324284,38.51661787258986,28,destroyed,post,santa-rosa-wildfire_00000280_post_disaster.json
3061,socal-fire,fire,2018-11-14 18:42:58,-118.7158629655115,34.14311251694074,1,no-damage,post,socal-fire_00001017_post_disaster.json
3062,socal-fire,fire,2018-10-23 18:51:02,-118.8908668629214,34.11308190615624,1,Unknown,pre,socal-fire_00000055_pre_disaster.json
3063,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.62499976548072,29.52631135531937,1,Unknown,pre,hurricane-harvey_00000051_pre_disaster.json
3064,hurricane-florence,flooding,2018-09-20 16:04:41,-77.86378743100474,34.62523216199787,3,major-damage,post,hurricane-florence_00000088_post_disaster.json
3065,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7516841019682,38.48371502391711,622,destroyed,post,santa-rosa-wildfire_00000084_post_disaster.json
3066,socal-fire,fire,2018-11-14 18:42:58,-118.7724932283112,34.06932372909136,1,un-classified,post,socal-fire_00001007_post_disaster.json
3067,socal-fire,fire,2018-10-23 18:51:02,-118.8812613068655,34.07672859550608,1,Unknown,pre,socal-fire_00000417_pre_disaster.json
3068,hurricane-florence,flooding,2018-09-20 16:04:41,-77.83779868538916,34.61113140440445,3,major-damage,post,hurricane-florence_00000180_post_disaster.json
3069,hurricane-florence,flooding,2018-09-20 16:04:41,-77.89266039049917,34.7918119131711,9,major-damage,post,hurricane-florence_00000457_post_disaster.json
3070,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7361119966733,38.50542758606539,1,Unknown,pre,santa-rosa-wildfire_00000209_pre_disaster.json
3071,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.61668994847892,29.85517823924839,137,destroyed,post,hurricane-harvey_00000499_post_disaster.json
3072,hurricane-michael,wind,2017-11-29 16:28:19,-85.65451869726786,30.2539293481395,1,Unknown,pre,hurricane-michael_00000422_pre_disaster.json
3073,socal-fire,fire,2018-10-23 18:51:02,-118.8544318384859,34.10100489709281,1,Unknown,pre,socal-fire_00000193_pre_disaster.json
3074,mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.14359976369973,19.25924429823148,1,Unknown,pre,mexico-earthquake_00000192_pre_disaster.json
3075,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000364_post_disaster.json
3076,hurricane-michael,wind,2018-10-13 16:48:15,-85.66671387605298,30.20907447385135,34,destroyed,post,hurricane-michael_00000257_post_disaster.json
3077,hurricane-michael,wind,2018-10-13 16:48:15,-85.7456135050609,30.15279663220731,21,major-damage,post,hurricane-michael_00000475_post_disaster.json
3078,hurricane-florence,flooding,2018-09-18 16:32:47,-78.95302080681131,33.65446865832116,1,un-classified,post,hurricane-florence_00000028_post_disaster.json
3079,socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000580_pre_disaster.json
3080,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.65078257752972,29.78869127761386,2,minor-damage,post,hurricane-harvey_00000153_post_disaster.json
3081,hurricane-matthew,wind,2013-01-05 16:02:21,-73.77581940432862,18.2111442673687,1,Unknown,pre,hurricane-matthew_00000071_pre_disaster.json
3082,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000130_post_disaster.json
3083,hurricane-florence,flooding,2018-09-20 16:04:41,-77.92714374657446,34.76312510352947,18,major-damage,post,hurricane-florence_00000472_post_disaster.json
3084,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.64544054554153,29.77396975186207,197,major-damage,post,hurricane-harvey_00000197_post_disaster.json
3085,socal-fire,fire,2018-10-23 18:51:02,-118.8544081262152,34.09787001611045,1,Unknown,pre,socal-fire_00000433_pre_disaster.json
3086,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.54623841065609,29.73175446491627,1,Unknown,pre,hurricane-harvey_00000454_pre_disaster.json
3087,hurricane-michael,wind,2018-10-13 16:48:15,-85.61437659230683,30.07990250975238,8,destroyed,post,hurricane-michael_00000066_post_disaster.json
3088,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7147295169798,38.50680778138077,1,Unknown,pre,santa-rosa-wildfire_00000140_pre_disaster.json
3089,mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.1492818985721,19.32378007811982,1,Unknown,pre,mexico-earthquake_00000049_pre_disaster.json
3090,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000873_pre_disaster.json
3091,hurricane-michael,wind,2018-10-13 16:48:15,-85.63507175633819,30.14712161585452,8,destroyed,post,hurricane-michael_00000285_post_disaster.json
3092,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000619_post_disaster.json
3093,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000822_pre_disaster.json
3094,hurricane-michael,wind,2017-11-29 16:28:19,-85.6135556948043,30.32034754662095,1,Unknown,pre,hurricane-michael_00000337_pre_disaster.json
3095,midwest-flooding,flooding,2019-05-30 17:35:22,-96.20988448007107,36.36761620600522,1,no-damage,post,midwest-flooding_00000114_post_disaster.json
3096,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000921_post_disaster.json
3097,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000820_post_disaster.json
3098,hurricane-matthew,wind,2013-06-09 15:51:17,-74.15537808759376,18.5747960088308,1,Unknown,pre,hurricane-matthew_00000153_pre_disaster.json
3099,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7073822972454,38.50074528332154,34,destroyed,post,santa-rosa-wildfire_00000042_post_disaster.json
3100,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000373_post_disaster.json
3101,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.46137872279581,29.76134687580267,8,major-damage,post,hurricane-harvey_00000002_post_disaster.json
3102,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7242995249582,38.55926422922368,1,no-damage,post,santa-rosa-wildfire_00000248_post_disaster.json
3103,hurricane-matthew,wind,2016-10-10 16:04:56,-74.14299226709562,18.59218721514454,58,destroyed,post,hurricane-matthew_00000182_post_disaster.json
3104,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.43857693833354,29.75872460590588,33,major-damage,post,hurricane-harvey_00000019_post_disaster.json
3105,hurricane-michael,wind,2018-10-13 16:48:15,-85.62850582211735,30.21739912782631,73,destroyed,post,hurricane-michael_00000102_post_disaster.json
3106,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000795_pre_disaster.json
3107,hurricane-matthew,wind,2013-06-09 15:51:17,-74.13519616171394,18.5919240757684,1,Unknown,pre,hurricane-matthew_00000190_pre_disaster.json
3108,midwest-flooding,flooding,2019-05-30 17:35:04,-96.27551798804213,36.13205891143877,1,no-damage,post,midwest-flooding_00000371_post_disaster.json
3109,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.714540395096,38.53833136798824,1,Unknown,pre,santa-rosa-wildfire_00000009_pre_disaster.json
3110,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7725544381391,38.45796481040488,1,Unknown,pre,santa-rosa-wildfire_00000041_pre_disaster.json
3111,hurricane-harvey,flooding,2017-08-31 17:38:50,,,1,Unknown,post,hurricane-harvey_00000167_post_disaster.json
3112,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6899442044449,38.47949921355461,7,destroyed,post,santa-rosa-wildfire_00000361_post_disaster.json
3113,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.63735324978468,29.7562679520636,1,no-damage,post,hurricane-harvey_00000216_post_disaster.json
3114,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001234_post_disaster.json
3115,socal-fire,fire,2018-10-23 18:51:02,-118.8555520700764,34.08980532006814,1,Unknown,pre,socal-fire_00000154_pre_disaster.json
3116,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001077_pre_disaster.json
3117,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.55784347941915,29.51955237983515,1,no-damage,post,hurricane-harvey_00000292_post_disaster.json
3118,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.5808107770041,29.71784665176455,1,no-damage,post,hurricane-harvey_00000452_post_disaster.json
3119,midwest-flooding,flooding,2019-01-26 17:17:36,-92.34732293419376,34.7992418739549,1,Unknown,pre,midwest-flooding_00000030_pre_disaster.json
3120,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7014616019372,38.41159430338939,1,Unknown,pre,santa-rosa-wildfire_00000185_pre_disaster.json
3121,hurricane-florence,flooding,2018-09-20 16:04:41,-77.9944232364735,34.72608566682986,1,no-damage,post,hurricane-florence_00000360_post_disaster.json
3122,socal-fire,fire,2018-11-14 18:42:58,-118.7136764076187,34.09455429569088,1,no-damage,post,socal-fire_00001375_post_disaster.json
3123,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000078_post_disaster.json
3124,hurricane-florence,flooding,2018-04-06 15:49:36,-78.00034484256328,34.68352155059477,1,Unknown,pre,hurricane-florence_00000320_pre_disaster.json
3125,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000108_post_disaster.json
3126,socal-fire,fire,2018-11-14 18:42:58,-118.9110625617245,34.11768038873689,1,un-classified,post,socal-fire_00000033_post_disaster.json
3127,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.62010208202976,29.62072686686503,1,Unknown,pre,hurricane-harvey_00000344_pre_disaster.json
3128,socal-fire,fire,2018-10-23 18:51:02,-118.9115978616157,34.04534351469379,1,Unknown,pre,socal-fire_00000583_pre_disaster.json
3129,mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.20497455119498,19.32700336463677,1,no-damage,post,mexico-earthquake_00000023_post_disaster.json
3130,midwest-flooding,flooding,2019-01-26 17:17:36,-92.31205085835128,34.74149666102593,1,Unknown,pre,midwest-flooding_00000063_pre_disaster.json
3131,midwest-flooding,flooding,2019-01-26 17:16:23,-96.37118682108168,36.11977995088636,1,Unknown,pre,midwest-flooding_00000430_pre_disaster.json
3132,santa-rosa-wildfire,fire,2017-06-21 19:09:01,,,1,Unknown,pre,santa-rosa-wildfire_00000247_pre_disaster.json
3133,midwest-flooding,flooding,2019-05-30 17:35:04,-96.3069746010216,36.21114121889919,1,no-damage,post,midwest-flooding_00000216_post_disaster.json
3134,socal-fire,fire,2018-10-23 18:51:02,-118.8970309282862,34.05869065410806,1,Unknown,pre,socal-fire_00000466_pre_disaster.json
3135,socal-fire,fire,2018-10-23 18:51:02,-118.8163092529771,34.0281631921715,1,Unknown,pre,socal-fire_00001254_pre_disaster.json
3136,hurricane-michael,wind,2017-10-05 16:51:27,-85.74660700065989,30.15552608077231,1,Unknown,pre,hurricane-michael_00000528_pre_disaster.json
3137,hurricane-florence,flooding,2018-09-20 16:04:41,-77.95257914889889,34.54447838587814,1,no-damage,post,hurricane-florence_00000053_post_disaster.json
3138,hurricane-florence,flooding,2018-09-20 16:04:41,-77.91866984793842,34.79629211781245,9,major-damage,post,hurricane-florence_00000379_post_disaster.json
