disaster,disaster_type,date,lgt,lat,severity,highest_severity,moment,file
hurricane-florence,flooding,2018-09-20 16:04:41,-77.9469604624145,34.54475897904013,1,un-classified,post,hurricane-florence_00000057_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7087503655958,38.51423640449431,1,Unknown,pre,santa-rosa-wildfire_00000164_pre_disaster.json
hurricane-matthew,wind,2016-10-01 15:29:45,-73.76749488240692,18.22749621499397,35,major-damage,post,hurricane-matthew_00000039_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.65985127425522,30.29289029464712,1,no-damage,post,hurricane-michael_00000305_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.6465642357087,29.76960645975728,2,minor-damage,post,hurricane-harvey_00000174_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7358637531072,38.47918444270888,1,Unknown,pre,santa-rosa-wildfire_00000005_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7938361619871,34.11095924888654,1,Unknown,pre,socal-fire_00000657_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8811397777347,34.07673043084642,24,destroyed,post,socal-fire_00000417_post_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.13924980098327,18.55705922125901,1,Unknown,pre,hurricane-matthew_00000233_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.38118456209786,36.14302931685702,1,Unknown,pre,midwest-flooding_00000293_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.9329189196438,34.14409715147086,1,no-damage,post,socal-fire_00000038_post_disaster.json
santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6690636118041,38.54627100527884,1,Unknown,pre,santa-rosa-wildfire_00000253_pre_disaster.json
hurricane-matthew,wind,2013-06-09 15:50:52,-73.55974980652402,18.25943344446382,1,Unknown,pre,hurricane-matthew_00000293_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000672_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001215_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8544318384859,34.10100489709281,1,Unknown,pre,socal-fire_00000193_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.84126621196867,34.56574859678521,43,major-damage,post,hurricane-florence_00000216_post_disaster.json
socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001357_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.92687355554531,34.60015095956948,1,Unknown,pre,hurricane-florence_00000042_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7765331524752,34.14678418855809,1,Unknown,pre,socal-fire_00000767_pre_disaster.json
socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001319_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.89454157463732,34.60673261756912,1,no-damage,post,hurricane-florence_00000060_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7190066104789,38.47961722323722,196,destroyed,post,santa-rosa-wildfire_00000015_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.9022981505307,34.04328255708771,22,destroyed,post,socal-fire_00000598_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.6988222287817,38.41749369478023,1,Unknown,pre,santa-rosa-wildfire_00000239_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.63750772332207,29.97846816475504,1,Unknown,pre,hurricane-harvey_00000302_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.8849407422267,34.78943805796636,41,major-damage,post,hurricane-florence_00000395_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.31441674966547,36.09020931826659,1,Unknown,pre,midwest-flooding_00000385_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.87109560604439,34.55474767815274,15,major-damage,post,hurricane-florence_00000195_post_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.14654703074804,18.62714878977707,80,destroyed,post,hurricane-matthew_00000162_post_disaster.json
hurricane-matthew,wind,2013-01-05 16:02:21,-73.73896373639676,18.22167391816778,1,Unknown,pre,hurricane-matthew_00000009_pre_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7563427884097,38.50958599523056,1,Unknown,pre,santa-rosa-wildfire_00000076_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.62370934379308,30.3177742280237,10,major-damage,post,hurricane-michael_00000358_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.748913800092,34.15231351935871,1,no-damage,post,socal-fire_00000634_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,,,1,Unknown,pre,hurricane-florence_00000194_pre_disaster.json
hurricane-michael,wind,2017-10-05 16:51:27,,,1,Unknown,pre,hurricane-michael_00000369_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.68405221258986,30.18901087504038,26,destroyed,post,hurricane-michael_00000435_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7532198607425,34.16498416268742,1,Unknown,pre,socal-fire_00000484_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-78.02549725965861,34.6711797790601,2,minor-damage,post,hurricane-florence_00000264_post_disaster.json
hurricane-matthew,wind,2016-10-09 15:32:03,-73.77593378954005,18.17758057962352,104,destroyed,post,hurricane-matthew_00000140_post_disaster.json
socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000377_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000160_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8121567023266,34.10360770256651,1,Unknown,pre,socal-fire_00000688_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.60149191075382,29.84141145074272,163,major-damage,post,hurricane-harvey_00000480_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000933_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.65846763464708,30.2919549073817,1,Unknown,pre,hurricane-michael_00000347_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000895_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7137494950171,38.50965463201675,1,Unknown,pre,santa-rosa-wildfire_00000251_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.6286832286238,30.2174009999344,1,Unknown,pre,hurricane-michael_00000102_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.65770271426746,30.20463318484929,1,Unknown,pre,hurricane-michael_00000141_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.38320756759384,36.13230568188256,1,Unknown,pre,midwest-flooding_00000310_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.31710974242351,36.2728632973945,1,no-damage,post,midwest-flooding_00000183_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.722071714768,38.52961742477817,1,Unknown,pre,santa-rosa-wildfire_00000073_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.21592668145557,36.16285386131532,1,Unknown,pre,midwest-flooding_00000339_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.88502187091292,34.79176566209455,1,Unknown,pre,hurricane-florence_00000464_pre_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.8372290977592,-0.9129390424269457,1,Unknown,pre,palu-tsunami_00000119_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,,,1,Unknown,pre,midwest-flooding_00000073_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001082_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.89371845858544,34.61814057915003,1,no-damage,post,hurricane-florence_00000026_post_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.2993433427535,36.09451112075959,2,minor-damage,post,midwest-flooding_00000381_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001242_post_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.2765135956911,36.14296430347958,50,destroyed,post,midwest-flooding_00000340_post_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.1433455668723,19.28673692750756,1,no-damage,post,mexico-earthquake_00000087_post_disaster.json
hurricane-matthew,wind,2016-10-01 15:29:45,-73.74819704893042,18.19546569592742,977,major-damage,post,hurricane-matthew_00000158_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.84142568781037,34.60110145309071,21,major-damage,post,hurricane-florence_00000149_post_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.14816116486867,18.58343642351543,1,Unknown,pre,hurricane-matthew_00000211_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7253814103228,34.03217581358782,1,no-damage,post,socal-fire_00001221_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.98596004860215,34.70830102996062,1,no-damage,post,hurricane-florence_00000256_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.21053165180903,36.17474404662777,1,Unknown,pre,midwest-flooding_00000359_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8768109899736,34.07805911530772,34,destroyed,post,socal-fire_00000245_post_disaster.json
guatemala-volcano,volcano,2018-02-05 17:10:18,-90.81602025678738,14.3916040869195,1,Unknown,pre,guatemala-volcano_00000001_pre_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7192751060601,38.47961788750403,1,Unknown,pre,santa-rosa-wildfire_00000015_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,,,1,Unknown,post,midwest-flooding_00000127_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.76152187101064,30.18044170680888,3,major-damage,post,hurricane-michael_00000539_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.34335949937804,36.26490287157954,1,Unknown,pre,midwest-flooding_00000172_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.6789678741769,30.19866950324507,27,destroyed,post,hurricane-michael_00000441_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8697254414985,34.09223783552715,1,Unknown,pre,socal-fire_00000124_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8067235652001,34.10164876489775,1,un-classified,post,socal-fire_00000695_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,,,1,Unknown,post,hurricane-michael_00000053_post_disaster.json
palu-tsunami,tsunami,2017-07-12 02:27:03,119.8835879148736,-0.8279033210210917,1,Unknown,pre,palu-tsunami_00000171_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.91516257799145,34.77712372059031,1,Unknown,pre,hurricane-florence_00000484_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.5460903071501,29.73175727693954,1,no-damage,post,hurricane-harvey_00000454_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.65375953509228,30.11068655216392,11,minor-damage,post,hurricane-michael_00000000_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000932_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.58698221729045,29.76601220324714,170,major-damage,post,hurricane-harvey_00000351_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000088_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.35060256029409,36.156674993952,1,no-damage,post,midwest-flooding_00000265_post_disaster.json
hurricane-matthew,wind,2013-01-05 16:02:21,-73.77110142468824,18.19659284161582,1,Unknown,pre,hurricane-matthew_00000077_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.85078343475253,34.54341645200427,11,major-damage,post,hurricane-florence_00000193_post_disaster.json
santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.679518389847,38.42944554942751,1,Unknown,pre,santa-rosa-wildfire_00000313_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000535_pre_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.14618317913668,18.65063037576987,1,Unknown,pre,hurricane-matthew_00000336_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.98598441796808,34.70356049366672,4,minor-damage,post,hurricane-florence_00000308_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6698820217323,38.54897687701959,4,destroyed,post,santa-rosa-wildfire_00000246_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.63694585628514,30.14461293804667,70,destroyed,post,hurricane-michael_00000021_post_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.15703027944615,18.57766185288591,1,Unknown,pre,hurricane-matthew_00000149_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:17:36,-92.33418362432208,34.77581174091024,1,Unknown,pre,midwest-flooding_00000013_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.64907580826316,30.17491584386392,85,destroyed,post,hurricane-michael_00000212_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,,,1,Unknown,pre,hurricane-harvey_00000053_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.84875774871905,34.5686456469422,1,Unknown,pre,hurricane-florence_00000166_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.57740118283878,29.99059314273844,4,major-damage,post,hurricane-harvey_00000519_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000714_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.85990960064396,34.58997210111047,1,Unknown,pre,hurricane-florence_00000111_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.64778846640928,30.14821819038697,18,major-damage,post,hurricane-michael_00000276_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.9388117429687,34.09386234157598,4,destroyed,post,socal-fire_00000429_post_disaster.json
socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001238_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.64677192330461,30.13569538782388,41,destroyed,post,hurricane-michael_00000012_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.61792982269026,30.21295768429648,28,destroyed,post,hurricane-michael_00000224_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000839_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.92325131628941,34.57109136070739,1,no-damage,post,hurricane-florence_00000036_post_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.1040420260438,18.57866368398298,1,Unknown,pre,hurricane-matthew_00000193_pre_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.20967599791832,19.3180403692544,8,minor-damage,post,mexico-earthquake_00000074_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7725544381391,38.45796481040488,1,Unknown,pre,santa-rosa-wildfire_00000041_pre_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.10925559976454,18.59067115225475,51,destroyed,post,hurricane-matthew_00000221_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.9280733799251,34.14402207632968,1,no-damage,post,socal-fire_00000042_post_disaster.json
socal-fire,fire,2018-10-23 18:50:43,-118.7125996692474,34.16653491035641,1,Unknown,pre,socal-fire_00001124_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.94696046236847,34.54475897907106,1,Unknown,pre,hurricane-florence_00000057_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.57581437111061,29.72805594520934,1,Unknown,pre,hurricane-harvey_00000423_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000269_post_disaster.json
hurricane-matthew,wind,2013-01-05 16:02:21,,,1,Unknown,pre,hurricane-matthew_00000004_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001049_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.51650042701526,29.45185812914152,1,Unknown,pre,hurricane-harvey_00000521_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,,,1,Unknown,post,midwest-flooding_00000159_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8050739760642,34.14246444773258,1,no-damage,post,socal-fire_00000507_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000581_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000693_post_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.09729785158116,18.27265541361031,246,destroyed,post,hurricane-matthew_00000401_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000867_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001003_pre_disaster.json
hurricane-matthew,wind,2013-06-09 15:50:52,-73.53441451016586,18.27271280665549,1,Unknown,pre,hurricane-matthew_00000365_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.64778846640986,30.14821819038717,1,Unknown,pre,hurricane-michael_00000276_pre_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.3566366595714,36.22069550961475,1,Unknown,pre,midwest-flooding_00000151_pre_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.1456618290903,19.26182225545114,1,no-damage,post,mexico-earthquake_00000168_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.61668994847892,29.85517823924839,137,destroyed,post,hurricane-harvey_00000499_post_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.12611934092048,18.63544786179464,1,Unknown,pre,hurricane-matthew_00000341_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.51762229138738,30.00295839647822,15,destroyed,post,hurricane-harvey_00000512_post_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.14240793110692,18.5526848416026,1,Unknown,pre,hurricane-matthew_00000322_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000865_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7479952507757,34.05048305358375,1,no-damage,post,socal-fire_00001143_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.62836496452258,30.22153159494288,1,Unknown,pre,hurricane-michael_00000219_pre_disaster.json
